Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,61001,Ilmu Manajemen,Aktif,S3,Baik,0,5,0,5,0,-
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,54001,Ilmu Pertanian,Aktif,S3,Terakreditasi Sementara,0,5,0,5,0,-
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,67201,Ilmu Politik,Aktif,S1,B,18,18,0,18,690,1:38.33
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,55201,Informatika,Aktif,S1,Baik Sekali,26,18,2,20,722,1:27.77
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,13201,Kesehatan Masyarakat,Aktif,S1,Baik Sekali,21,13,0,13,685,1:32.62
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,61201,Manajemen,Aktif,S1,Baik Sekali,37,22,0,22,1514,1:40.92
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,61101,Manajemen,Aktif,S2,Baik Sekali,12,7,0,7,199,1:16.58
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,80206,Manajemen Mutu Halal,Aktif,S1,Terakreditasi Sementara,0,5,0,5,0,-
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,86009,Pendidikan,Aktif,S3,Baik,0,5,0,5,0,-
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,88201,Pendidikan Bahasa Indonesia,Aktif,S1,Unggul,20,15,0,15,630,1:31.5
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,88203,Pendidikan Bahasa Inggris,Aktif,S1,Unggul,22,21,0,21,738,1:33.55
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,84205,Pendidikan Biologi,Aktif,S1,Unggul,17,9,0,9,587,1:34.53
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,87203,Pendidikan Ekonomi,Aktif,S1,Unggul,15,13,0,13,570,1:38
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,84203,Pendidikan Fisika,Aktif,S1,Unggul,19,12,0,12,428,1:22.53
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,87102,Pendidikan Geografi,Aktif,S2,Baik Sekali,7,5,0,5,27,1:3.86
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,87202,Pendidikan Geografi,Aktif,S1,Unggul,13,9,0,9,550,1:42.31
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,84101,Pendidikan Ilmu Pengetahuan Alam,Aktif,S2,Baik,12,5,0,5,25,1:2.08
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,85103,Pendidikan Jasmani,Aktif,S2,Baik,0,5,0,5,0,-
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,85201,Pendidikan Jasmani,Aktif,S1,Unggul,35,26,0,26,1104,1:31.54
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,95102,Pendidikan Kependudukan & Lingkungan Hidup,Alih Bentuk,S2,-,0,0,0,0,0,-
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,86205,Pendidikan Masyarakat,Aktif,S1,Unggul,10,7,1,8,574,1:57.4
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,84102,Pendidikan Matematika,Aktif,S2,Baik Sekali,7,5,0,5,51,1:7.29
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,84202,Pendidikan Matematika,Aktif,S1,Unggul,29,20,0,20,715,1:24.66
