nama_universitas,kota,provinsi,kode_pt,status_pt,akreditasi_institusi,tanggal_berdiri,no_sk_pendirian,tanggal_sk_pendirian,telepon_1,telepon_2,email,website,alamat_lengkap
Universitas Siliwangi,Kota Tasikmalaya,Prov. Jawa Barat,-,Jenjang,"1
dari
7",-,-,-,-,-,-,,"Jalan Siliwangi No 24 , Kec. Tawang, Kota Tasikmalaya, Prov. Jawa Barat"
